"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223263868.html,BBC Looking For White Sissy Bottom - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223251162.html,Lets Jack Each Other Off - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223165037.html,texting for some fun - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223172003.html,Day after Iron Bowl NSA - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223050244.html,Pussy Booty 4 Thug - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222986335.html,listen to me - w4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223098269.html,FWB looking now - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223037949.html,Sucking White Cock - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4223062635.html,victory bj - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4171317424.html,Looking for Weekly Encounters  - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4182049573.html,Bi-curious/looking to experiment - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222842988.html,threesome(; - mw4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196417304.html,Virgin college student at AU - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196392633.html,where is top!! - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196256221.html,Let me make you squirt all over my tongue.  - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196181391.html,discreet fun - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196153029.html,11 inch bbc for after game fun - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4196146194.html,Looking for a good time... - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195810492.html,pussy licking - m4ww
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4137936239.html,Cute Real Girl Looking for the Same - w4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195571647.html,Need a top!! - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195192430.html,Str8/curious here. need a good suck  - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4141102546.html,I need some practice sucking  - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195123223.html,Sunday afternoon/evening snuggle - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195232078.html,Sat Morning - w4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4210263175.html,tonight - mw4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4210056914.html,Looking for a fun person - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4210057288.html,"Hosting NSA all night tonight! Discreet, anything goes - m4m"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4197135761.html,Looking for fun - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209753308.html,personal fantasy - w4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209863571.html,Looking for some foot fun - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209852141.html,"Anybody up for light bondage, tickle torture, edging/milking, etc? - m4m"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209672863.html,horny as fuck - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209436117.html,JO at my place - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209219250.html,sucking cocks - m4mm
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209104939.html,Saturday Trade Day - mw4mw
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4209136893.html,pregnant sex - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4166583539.html,simply sex - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208790320.html,fun and a chill buddy wats up - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208786279.html,first time  - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208771569.html,420 and a damn good time - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208755678.html,Blow me - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4200818407.html,good head - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4152436689.html,after work - m4t
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4200819235.html,late night meet - m4t
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4152462499.html,Need To Bust? - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208559042.html,Horny in AU - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208543355.html,2 for j/o bud - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208499760.html,horned up tonight - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208439111.html,Horny college guy - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208304558.html,Where is top  - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208078331.html,great oral and then some - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208180827.html,Trying something new - mw4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4148927176.html,looking for phone sex NOW! - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208115587.html,Thanksgiving fun - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220629403.html,2 bi curious guys here for game - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220639218.html,"Leavin the supper club, looking for some fun  - m4m"
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220585148.html,Looking to Pound a nice tight white Bottom  - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220568903.html,Looking to please - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220560478.html,cold night - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4221451528.html,Private In Home Glory Hole - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4226087595.html,need a bj - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4226030247.html,DOING WHAT YO GIRL WANT DO - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4226005874.html,Auburn Revenge :) - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225964474.html,Mr right - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225956826.html,Bi guy looking - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225916092.html,Normal Guy for No Strings Attached Fun - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225911797.html,Tell me what you think - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225853842.html,One night to take care of you - 25 SWM up for anything - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225809012.html,Giving BJs (I can host) - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225766353.html,Bottom seeks bb - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225736493.html,Looking for a bottom - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4183584436.html,Fat girl for open-minded guy - w4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225659417.html,looking for a FWB - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4186050137.html,Are you an exhibitionist? - w4mw
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225397131.html,Super Freak!!! - t4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225527945.html,Smoking maybe more - m4w
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225411607.html,Let's do This - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225534711.html,horny tonight - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225525244.html,Any young muscle In Auburn - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4202119809.html,College Student  - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225482553.html,Back In Town &amp; Horny - m4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225182802.html,Age Play-DADDY- Daughter RP - w4m
"Wed Dec 04,Tue Dec 03,Mon Dec 02",/cas/4225347942.html,Let's celebrate the Auburn win ;) - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222725407.html,"Sexy, curvy UA student looking for well hung student - w4m"
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4172320847.html,threesome(: - mw4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222755546.html,BJ for you this morning - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222759543.html,Lets See What Happens - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222681214.html,Looking now - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222554004.html,"FUN, PRETTY AND SEXY GIRL WANTED - m4w"
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222496085.html,looking to hook up early this morning  - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222488309.html,looking for YOUNG NOW - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222476944.html,Married white couple looking for bbc - mw4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222386736.html,looking now!! - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222378329.html,Auburn Senior for Lady - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222341819.html,Passing through Auburn Sunday afternoon - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222329548.html, cpl looking for 3rd tonight for mfm - w4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222294438.html,lets see what works - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4218878506.html,I just want to blow a young skinny white guy RIGHT NOW  - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222289236.html,Cutie with cute feet - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4168807021.html,Just Looking for Fun! - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222262265.html,am drunk and cna host - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222188554.html,here it gos... - w4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222174980.html,War Eagle - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222142592.html,drunk tiger - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222158966.html,Celebratory sex - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222005847.html,First time threesome - mw4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4222007320.html,happy ending! - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221958840.html,Saturday night fun - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221902666.html,Sucking Frat/Straight - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221680760.html,white amateur plus size cd seeks late night nsa - t4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195228840.html,Young guy for same - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195058935.html,morning - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195079477.html,I just want to learn - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4176641257.html,looking for this Saturday - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4195003439.html,Tailgate  - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194952915.html,Need cock and cum now - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194925935.html,Discreet fun - w4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4146068115.html,Quick BJ - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194892449.html,Sucking cock ASAP - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194779521.html,Drunk and Very Horny  - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194750594.html,Looking for a top now - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194677502.html,Submissive bi looking for dominate couple - m4mw
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194636907.html,looking for head - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194487966.html,Adult White Cpl seeking same - mw4mw
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194473900.html,Is there a woman who can help?
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194394997.html,Clean couple looking for female friend - mw4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194107513.html, Fresh Bottom needing top - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4194109131.html,I need a top!!!!! - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4165185902.html,Looking for Black - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193862853.html,Looking for a top - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193846092.html,Guess I'll give it a shot - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193751431.html,"Straight guy with gf seeking j/o bud, possible fwb - m4m"
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193743837.html,looking for real help  with  wife - mw4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4184773806.html,Break Me In to Anal Sex - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193455460.html,curious 19 masc for teen/college guys - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193418328.html,strappon pegging war eagle - m4ww
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193271200.html,Today - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4193104244.html,looking for a college girl $$$ - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192990049.html,Big game weekend - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192984543.html,ready to meet an older guy - mw4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4138511784.html,"Kissing, licking and more adult fun - m4w"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4193981404.html,Son for Dad - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4190907213.html,pure and simple fun - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4208056526.html,BLK BTTM LOOKIN - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207971211.html,anyone sucking dicks today - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207966807.html,Hosting Older/Married Men - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207952281.html,Big White guy wants to fuck a Black Girl - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207804982.html,Swapping blowjobs  - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220484792.html,Looking for a woman to join  - mw4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4172613773.html,Fraternity Guys Only - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220531833.html,Bottom needs top... Hit it and go  - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220480338.html,It's late... Come fuck me...  - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220540019.html,bars
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4202762086.html,"look forward a handsome guy for long-term, prefer who can also sing    - w4m"
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220516707.html,Let's make a baby - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4188441409.html,are you a man and woman looking for a place to play - m4mw
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220509337.html,Man wanting to ramance a woman - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220480846.html,TOtally nto sdrunk guy lookign for girl - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220399255.html,fun tonight - mw4mw
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220457571.html,hosting now - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220349225.html,Free sex slave! - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220269717.html,Vers Iron Bowl bet - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221768351.html,Who wants to suck this dick - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221793503.html,gameday head - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221748682.html,Any girls bored - m4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4211941099.html,Femme 4 BLACK - t4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4211937820.html,Femme Bottom Craves Thug - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4185640098.html,Fun Now - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221615241.html,Woman looking for 1st time with another woman - mw4w
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4193962239.html,Looking for fun  - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221559715.html,Fit guy looking to try giving head. - m4m
"Mon Dec 02,Sun Dec 01,Sat Nov 30",/cas/4221450609.html,Discreet oral for straight or bi - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192938877.html,FuckingAwsome - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192909807.html,circle jerk - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192909679.html,circle jerk - m4mm
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192881951.html,just looking to do stuff  - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4183853653.html,anyone wanna do some jibby and get jiggy - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192808931.html,mystrry Mistress - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192802354.html,Tonight - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192786917.html,Anyone Horny ?? - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4136296998.html,Anyone Up - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4186133305.html,Black Dick - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4188173312.html,Black Uncut Dick - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4132333544.html,rbd - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192715124.html,From Cali visiting for the game  - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4161959176.html,tonight - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4183499168.html,blow me - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192577484.html,Suck this dick - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192499284.html,small circle jerk - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192391824.html,Some weekend fun - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192431044.html,seeking a curious guy - mw4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192345449.html,2 Looking for a 3rd - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192203865.html,home alone - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4134990605.html,Looking for gal students from 1982-87 - m4w
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4192073682.html,Bottom looking!! - m4m
"Sun Nov 17,Sat Nov 16,Fri Nov 15,Thu Nov 14",/cas/4191747399.html,Bear/Dad Hunting in AU for GA game - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207742639.html,just fun no strings - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207754999.html,Looking for a fun - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207599496.html,Bottom looking!! - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207540161.html,"28 Fit Bottom for Chubby, Husky, Bearish Top - m4m"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207474879.html,does anyone have a big dick like my big dick - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207449337.html,Back that A$$ up! - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207190482.html,Im lookikg for someone to come over and just fuck and smoke with. - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207318791.html,Any older bigger guys want a blowjob from a young twink? - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207215411.html,Ready - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4207139743.html,"My toes, your mouth  - m4m"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206982493.html,mwm looking for fwb - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206936780.html,soldier looking to please ;) - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206854101.html,Searching Once Again - w4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206873361.html,Head - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206859839.html,Straight guy needing a blowjob!! - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206834629.html,Any Swimmers Staying At Au Hotel looking  - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206793032.html,Thursday Night - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206760530.html,looking for a asian girl - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206733730.html,Losing my virginity... - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4180317292.html,hosting bj - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206546562.html,"The Opener is Looking for  wet,wet... - m4m"
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206670213.html,Attractive women looking for you - w4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4200677790.html,Anyone Still Around? - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206539913.html,working in auburn - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4164532153.html,off today and rain - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4160019432.html,you need a daddy? - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206587920.html,Need a top now - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206566385.html,Make a Porn? - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206308733.html,Masculine/Discreet for Older - m4m
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206324424.html,young college guy looking for college girl - m4w
"Sun Nov 24,Sat Nov 23,Fri Nov 22,Thu Nov 21",/cas/4206326017.html,Make Me Your Slave - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220248253.html,Two4Fun Now - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4198315416.html,college guy needing relief - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220132610.html,Looking to hook up tonight! - w4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220076503.html,looking for a place to crash tonight - m4w
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4220110480.html,headed to AU tonight. . .. - m4m
"Sat Nov 30,Fri Nov 29,Thu Nov 28,Wed Nov 27",/cas/4164662065.html,Looking for a chill buddy - w4m
